113,"Темная сторона силы. Модели поведения руководителей, которые могут стоить карьеры и бизнеса", ,603    ,/static/images/stars/stars0.gif
114,Рекламный маркетинг,"В 2004 году, согласно отчету сообщества E-xecutive.ru, стала единственной книгой российского автора, вошедшей в топ-10 книг по маркетингу, и названа лучшей книгой в категории ""Маркетинг как...",654    ,/static/images/stars/stars0.gif
115,Обязательное предложение. Защита прав и интересов акционеров при поглощении, ,1097    ,/static/images/stars/stars0.gif
116,"Оставь свой след. Как построить компанию, которая меняет мир к лучшему",Сет Годин,515    ,/static/images/stars/stars0.gif
117,"Научно-практический комментарий к ФЗ ""Об основах охраны здоровья граждан РФ"" (постатейный)", ,743    ,/static/images/stars/stars0.gif
118,Талант ни при чем! Что на самом деле отличает выдающихся людей?, ,625    ,/static/images/stars/stars5.gif
119,Эмоциональный веб-дизайн,Мы — не «нормальные». Мы — уникальные. Причем все поголовно.,950    ,/static/images/stars/stars0.gif
120,Миллиардер из Кремниевой долины. История соучредителя Microsoft, ,442    ,/static/images/stars/stars0.gif
121,Resonate. Захвати аудиторию своей яркой историей,"Мало кто знает, что от изучения налогообложения можно получать настоящее удовольствие!",603    ,/static/images/stars/stars0.gif
122,"Власть мотивации. Харизма, личность, успех", ,597    ,/static/images/stars/stars0.gif
123,Разрешительный маркетинг. Как из незнакомца сделать друга и превратить его в покупателя,"Каждый человек стремится разумно тратить свое время. Заметить новый товар, уделить ему внимание — это, безусловно, сознательный акт. Поэтому, чтобы продать товар покупателю в будущем, нужно заручиться его согласием на покупку. Это можно сделать, вовлекая клиента в диалог, т. е. двухстороннюю связь.",516    ,/static/images/stars/stars5.gif
124,Каждую минуту рождается еще один покупатель, ,446    ,/static/images/stars/stars5.gif
125,Увеличение продаж в оптовом бизнесе на 100%,Вместо того чтобы просто прерывать трансляцию телевизионного шоу для показа своей рекламы...,273    ,/static/images/stars/stars3.gif
126,"Wiki-правительство. Как технологии могут сделать власть лучше, демократию - сильнее, а граждан - влиятельнее", ,429    ,/static/images/stars/stars3.gif
127,Rework. Бизнес без предрассудков (аудиокнига MP3),"Эта книга посвящена методам продаж и маркетинга величайшего шоумена в мире, настоящего гения и непревзойденного мастера делать деньги Финеаса Тейлора Барнума.",599    ,/static/images/stars/stars5.gif
128,"Слишком большие, чтобы рухнуть", ,735    ,/static/images/stars/stars0.gif
129,"От Диогена до Джобса, Гейтса и Цукерберга. ""Ботаники"", изменившие мир","В своей деятельности Барнум успешно использовал методы, активно применяющиеся в современной рекламе и маркетинге. Умело манипулируя слухами, он играл на человеческом любопытстве, зарабатывая на этом...",323    ,/static/images/stars/stars0.gif
130,Как спасти свой бизнес?,Книга содержит практические методы и модели построения эффективной системы продаж в оптовом бизнесе. В издании даны конкретные примеры и шаблоны эффективных действий из области В2В продаж:,290    ,/static/images/stars/stars0.gif
131,Как создавать инновации, ,437    ,/static/images/stars/stars0.gif
132,Управление малым бизнесом,"Появление Интернета и технологий совместной работы с информацией позволяет изменить работу существующих государственных институтов и создать новые механизмы решения задач как на местном, региональном, так и на общегосударственном уровне.",511    ,/static/images/stars/stars0.gif
133,Внутри Apple. Как работает одна из самых успешных и закрытых компаний мира, ,585    ,/static/images/stars/stars5.gif
134,Управляя менеджерами,"Эта книга стала бестселлером в Америке сразу после выхода. И немудрено - она переворачивает устоявшиеся представления о ""правильном"" ведении бизнеса, на деле зачастую мешающие успеху. Авторы, два успешных предпринимателя, рассказывают, как начать или усовершенствовать ваш имеющийся бизнес, а точнее - ваши взгляды на него, с тем чтобы обрести невиданную ранее степень свободы и получить гораздо большую...",425    ,/static/images/stars/stars0.gif
135,Большая перезагрузка. Как кризис изменит наш образ жизни и рынок труда,"О мировом финансовом кризисе говорят и пишут очень много, но 95% населения Земли так и не поняло, почему рухнула сверхпрочная, как казалось бы, экономическая система. Эндрю Росс Соркин, журналист New York Times, приложил все свои усилия, связи и творческие способности, чтобы донести до людей правду во всех деталях и подробностях. И из под его пера вышел шедевр!",449    ,/static/images/stars/stars0.gif
136,Утраченные секреты процветания, ,540    ,/static/images/stars/stars0.gif
137,ИКЕА. Собери свою мечту. Как совместить ответственность и прибыль в одной компании,"Скучный, странный и несексуальный чудак в очках – таким мы представляем себе типичного «ботаника». Однако без легендарных «ботаников», таких как Диоген, Кант или Билл Гейтс, наша цивилизация была бы лишена очень многих благ и достижений, прекрасных симфоний, закона относительности и MS-DOS.",832    ,/static/images/stars/stars0.gif
138,"Управление проектами в компании. Методология, технологии, практика", ,418    ,/static/images/stars/stars0.gif
139,"Как стать богатым, не отказываясь от кредитов",Новая книга автора многочисленных бестселлеров Йорга Циттлау посвящена этим поистине...,677    ,/static/images/stars/stars3.gif
140,Стив Джобс. Уроки лидерства,"Вы держите в руках книгу, которая задумывалась как инструкция по выживанию в кризис для мелких и средних предпринимателей. Эта книга - руководство к действию, конкретное, практическое и помогающее.",455    ,/static/images/stars/stars0.gif
141,Бизнес в стиле эко. Как производить и продавать натуральные продукты, ,472    ,/static/images/stars/stars0.gif
142,"Радикально лучше. Как преобразовать компанию, совершить переворот в отрасли и изменить себя","Структура книги задумана так, что Вам необходимо прочитать первую главу, в которой будет предложено провести диагностику кризисного состояния Вашей компании, т.е. выявить те первоочередные...",267    ,/static/images/stars/stars0.gif
143,Теория ограничений Голдратта. Системный подход к непрерывному совершенствованию,"Для многих компаний незадействованным источником эффективной работы и роста на рынке является инновационный потенциал персонала. Эффективно управляя этим ресурсом, можно не только обеспечить выживание бизнеса в жестких условиях конкуренции, но и найти возможности для роста компании.",587    ,/static/images/stars/stars0.gif
144,101 совет по противодействию манипуляциям, ,1570    ,/static/images/stars/stars0.gif
145,Свобода и справедливость. Российские соблазны ложного выбора,"Эта книга знакомит с полезными техниками и методиками, которые помогут встроить креативность и...",456    ,/static/images/stars/stars0.gif
146,"Сделки с недвижимостью. Как приобрести новостройку (квартиру, таунхаус, коттедж) 3-е изд., перераб.и доп","Книга адресована тем гражданам, кто решил самостоятельно приобрести новое жилье (квартиру, таунхауз, коттедж) или нежилое помещение у компании-застройщика. Авторы, компании-застройщика. Авторы, ведущие специалисты рынка недвижимости Московского региона, рассматривают вопросы... вопросы подбора такого жилья, ведения рекламы; технологии работы с партнерами, безопасности совершения сделки; ее грамотного...",238    ,/static/images/stars/stars0.gif
147,Харизма. Искусство производить сильное и незабываемое впечатление,"Эффект харизмы - это умение нацелить все свои способности на то, чтобы произвести сильное, неизгладимое впечатление на окружающих, оказывая на них эмоциональное и интеллектуальное влияние, то есть воздействуя на их мысли, отношение и поведение. Принято думать, что лишь немногие обладают харизмой. Как будто речь идет о мистических, волшебных качествах, дарованных человеку природой. Однако харизму нельзя...",1730    ,/static/images/stars/stars0.gif
148,Веселые цитаты налоговых семинаров. вып. № 1,"В настоящий сборник вошли различные веселые и остроумные реплики, услышанные на налоговых конференциях, семинарах, конгрессах, заседаниях тематических «круглых столов», в абсолютно серьезных налоговых докладах, лекциях и иных публичных выступлениях. Вошедшие в настоящий выпуск цитаты могут повысить настроение не только налоговых консультантов и сотрудников налоговых инспекций, но и ваших знакомых...",436    ,/static/images/stars/stars0.gif
149,Логистика и менеджмент товародвижения. Учебное пособие,"Цитата ""Никогда не пишите текста выступления полностью - это только усложнит задачу"". Радислав Гандапас О чем книга Радислав Гандапас, известный своими семинарами и книгами по ораторскому искусству, в этот раз порадовал читателей необычным изданием. Книга представляет собой лаконичные советы по подготовке к выступлению перед публикой. Все они разносторонни и касаются не только моментов общей...",542    ,/static/images/stars/stars0.gif
150,101 совет оратору  (пер.),"В учебном пособии рассмотрены правила организации бухгалтерского учета и порядок его ведения по различным направлениям: учет основных средств, нематериальных активов, материалов, денежных средств, расчетов, затрат на производство, выпуск и отгрузку продукции и т.д., а также определение финансовых результатов организации. По каждому направлению даны типовые проводки. Объяснено, как составляется...",268    ,/static/images/stars/stars0.gif
151,Бухгалтерский финансовый учет,"Функционирование финансового рынка России представляет чрезвычайный интерес для любого экономически самостоятельного человека. Что такое инвестиции и что делать со своими сбережениями, как подступиться к акциям и к бирже, что такое ПИФы и ОФБУ - не всегда ясно даже хорошо образованному человеку, ибо экономическая специфика ненамного легче, скажем, медицинской или технической. В данной книге в форме...",545    ,/static/images/stars/stars0.gif
152,170 вопросов финансисту. Российский финансовый рынок,"Учебное пособие представляет собой обобщение теоретического исследования и практического опыта преподавания самоменеджмента в российских вузах. Актуальность изучения проблем самоменеджмента определена огромной загруженностью руководителей и специалистов, постоянными стрессовыми ситуациями, возникающими в связи с этим в их работе. Курс самоменеджмента является основополагающим для формирования...",253    ,/static/images/stars/stars0.gif
153,Самоменеджмент: Учебное пособие,В книге приведена информации малых и средних предприятий автобизнеса.,691    ,/static/images/stars/stars0.gif
154,"Малый автобизнес: с чего начать, как преуспеть","В пособии рассматриваются теоретические вопросы организации и проведения антикоррупционной экспертизы, анализируется правоприменительная практика и даются практические рекомендации по организации и порядку проведения антикоррупционной экспертизы нормативных правовых актов и проектов нормативных правовых актов. Рассмотрена методика антикоррупционной экспертизы, единая для всех субъектов,...",188    ,/static/images/stars/stars0.gif
155,Саморазрушительные привычки хороших компаний и как избавиться от них,"Монография содержит материал по истории развития отрасли с учетом изменения предмета регулирования, а также на примере динамики правового регулирования одного из институтов трудового права иллюстрирует необходимость кардинального реформирования отрасли. Монография представляет интерес для руководителей, работников отделов кадров, научных работников, преподавателей трудового права, аспирантов, а...",695    ,/static/images/stars/stars0.gif
156,Антикоррупционная экспертиза: теория и практика: Научно-практическое пособие,"Издание посвящено неисследованным и малоисследованным вопросам договорной теории векселя. Через исходные положения этой теории с учетом системного подхода проведено комплексное исследование векселя и основных его институтов, а также системы вексельных обязательств в их взаимосвязи с другими общегражданскими обязательствами; обосновано вексельное обязательство как сложноподчиненное...",425    ,/static/images/stars/stars0.gif
157,Трудовое право России: совместительство. Дифференциация или дискриминация?: Монография,"Рассматриваются классификация существующих видов транспорта, принципы обслуживания, специфика организации перевозок, договорно-правовые отношения. Особое внимание уделяется соблюдению необходимых формальностей (паспорт, виза, валюта, санитарный контроль, страхование). Для студентов образовательных учреждений среднего профессионального образования, обучающихся по специальности 100401 «Туризм».",40    ,/static/images/stars/stars0.gif
158,Вексель: договорная теория и практика,"Цитата ""Вы начинали переговорную практику еще ребенком в подгузниках - задолго до того, как облачились в деловой костюм. Что такое плач младенца, если не предложение сделки?"" Гэвин Кеннеди О чем книга О составляющих переговорного процесса, стратегических подходах и тактических приемах. Автор рассказывает о психологических ловушках и ошибках в расстановке приоритетов, дает примеры катастрофических...",440    ,/static/images/stars/stars0.gif
159,"Организация траспортного обслуживания в туризме: Учебное пособие / А.В. Докторов, О.Е. Мышкина. - (ПРОФИль)., (Гриф)","Цитата Проектное финансирование может обеспечивать очень значительную долю доходов банка. О чем книга Книга рассказывает о том, на что прежде всего нужно обращать внимание, что делать, чтобы не допустить ошибок ни на одном из этапов осуществления проектного финансирования. Почему книга достойна прочтения Чем отличается проектное финансирование от финансирования проектов? Каковы современные принципы,...",399    ,/static/images/stars/stars0.gif
160,Договориться можно обо всем! Как добиваться максимума в любых переговорах. 5-е изд. (обложка),"В первых трех томах данной монографии собраны и систематизированы опубликованные в открытой печати работы специалистов, связанных с проектированием, постройкой и эксплуатацией отечественных АПЛ второго, третьего и четвертого поколений. В четвертом томе приведены сведения об их зарубежных аналогах. В нем описаны все проекты, в том числе и не реализованные, рассказано об истории их создания, технических...",472    ,/static/images/stars/stars0.gif
161,Проектный анализ и проектное финансирование,"В учебнике раскрываются актуальные для современной экономики вопросы корпоративного управления, приобретающие первостепенное значение в развитии бизнеса, оказывающие существенное влияние на экономическое развитие страны; рассмотрен международный опыт и зарубежная практика корпоративного управления, повлиявшая на становление российской модели. В соответствии с действующим международным и...",430    ,/static/images/stars/stars0.gif
162,Подводные лодки Советского флота 1945-1991 гг. Т. IV: Зарубежные аналоги,"В учебном пособии дана характеристика современной законодательной и нормативной правовой базы работы с управленческими документами; излагаются способы документирования; рассматриваются функции управленческих документов. Отдельная глава содержит современные требования к составлению и оформлению управленческих документов; освещаются вопросы организации службы делопроизводства, документооборота,...",419    ,/static/images/stars/stars0.gif
163,Корпоративное управление: учебник,"Учебник включает в себя результаты исследований, проводимых авторами по гендерной проблематике, применительно к менеджменту. Содержит историческую и современную тендерную информацию применительно к системам и процессам менеджмента в разных сферах и на разных уровнях управления. Разнообразие гендерной проблематики, сочетание обобщений и результатов конкретного анализа, отечественной и зарубежной...",459    ,/static/images/stars/stars0.gif
164,"Документационное обеспечение управления (делопроизводство): учебное пособие - 2-e изд., перераб. и доп. + cd-rom","Целью настоящего издания является раскрытие фундаментальных основ страхования: сущности и функций, содержания страхования, организационных форм страховых отношений, видов страхового продукта, взаимодействия страховых организаций между собой и с другими финансовыми институтами, специфики финансовой деятельности самих страховых компаний. Соответствует Федеральному государственному...",437    ,/static/images/stars/stars0.gif
165,Гендерный менеджмент: учебник,"""Профессионал знает, что будет эффект, любитель надеется, что эффект будет"". В переговорном процессе также нужно быть профессионалом.",337    ,/static/images/stars/stars0.gif
166,"Страхование 4-е изд., пер. и доп. учебник для бакалавров", ,459    ,/static/images/stars/stars0.gif
167,"Многоликий переговорщик. Убеди меня, если сможешь!","Эта книга уникальна по двум причинам. С одной стороны, она — тренинговая, то есть может служить хорошим учебным пособием бизнесмену, который решил пройти тренинг ""Навыки ведения переговоров"". С другой стороны, назначение этой книги несколько большее, чем...",371    ,/static/images/stars/stars0.gif
168,Рубли. Денежные знаки Банка России,"Справочное пособие содержит описания банкнот и монет, находящихся в обращении в России. Приведенные в нем сведения основаны на официальных данных Банка России и ФГУП ""Гознак"".",703    ,/static/images/stars/stars0.gif
169,Евро - денежные знаки Европейского союза. Обращение. Обмен. Фальсификация, ,684    ,/static/images/stars/stars0.gif
170,Интернет-психология,"В первом разделе пособия содержатся материалы о банкнотах образца 1997 г. модификаций 2004-2010 гг., которые преобладают в налично-денежном обращении России. Второй раздел представляет данные о банкнотах выпусков 1998 и 2001...",374    ,/static/images/stars/stars0.gif
171,"Сайт на 1С-Битрикс. Создание, поддержка и продвижение. Базовое практическое руководство","Данная книга представляет собой хорошее практическое руководство по созданию и поддержке сайтов на основе системы управления сайтом 1 С-Битрикс. Книга не перегружена излишним цитированием справочного материала, а нацелена на то, чтобы у читателя сложилось понимание того, как создаются сайты на 1С-Битрикс, как устроена эта система управления сайтом, как осуществляется работа с ней. Рассмотрена установка...",295    ,/static/images/stars/stars0.gif
172,Как эффективно использовать LinkedIn,"Эта книга стала бестселлером среди пользователей LinkedIn благодаря своим эффективным инструментам и четким стратегиям мгновенного привлечения и удержания клиентов; получения успешной работы и/или улучшения карьеры; приобретения компетентных сотрудников, крупных поставщиков, надежных инвесторов и просто единомышленников; получения рекомендаций и поддержки партнеров и экспертов, которые помогут вам...",543    ,/static/images/stars/stars0.gif
173,Частные и публичные начала в цивилистическом процессе,"В книге рассматриваются научные и практические проблемы становления и функционирования Евразийского таможенного союза, созданного на основе соглашений между Российской Федерацией, Республикой Беларусь и Республикой Казахстан. В основу положены доклады и выступления участников 15-й Конференции по внешнеэкономическому праву, состоявшейся в Институте публичного экономического права Вестфальского...",602    ,/static/images/stars/stars0.gif
174,Правовые вопросы Евразийского таможенного союза,"В настоящее издание включены новый Федеральный закон «О бух­галтерском учете». Федеральный закон «О консолидированной финансо­вой отчетности», Положение по ведению бухгалтерского учета и отчетно­сти в Российской Федерации, нормативные документы, регулирующие ведение бухгалтерского учета в Российской Федерации, в том числе поло­жения по бухгалтерскому учету. Несомненным достоинством сборника...",483    ,/static/images/stars/stars0.gif
175,Представьте себе! Превосходство в бизнесе в эпоху разрушений,"Вопросы социальной психологии, активной жизненной позиции человека, социологии финансов складываются в генеральную тему, к которой эти авторы обращались неоднократно - в книгах ""Богатый папа, бедный папа"", ""Квадрант денежного потока"", ""Богатый ребенок, умный ребенок"", уже знакомых широкому кругу читателей.",1195    ,/static/images/stars/stars0.gif
176,"Задачи с решениями по рынку ценных бумаг, срочному рынку и риск-менеджменту","Достоверный факт: ваша карьера на 85% зависит от ваших навыков общения и умения эффективно работать с людьми. Зиг Зиглар, эксперт №1 в области мотивации, расскажет вам о формулах, приемах и принципах, которые помогут вам буквально взлететь по карьерной лестнице. Освойте искусство эффективного управления организацией - и добейтесь рекордных результатов!",1106    ,/static/images/stars/stars0.gif
177,24 положения по бухгалтерскому учету. По состоянию на 2012 год,"Специалисты Корпорации ""ИНКОМ-недвижимость"" - лидера российского рынка недвижимости - покажут вам на примерах, какие сложности могут быть у продавца и покупателя квартиры, расскажут о том, чего нельзя забывать при покупке или продаже жилья.",99    ,/static/images/stars/stars0.gif
178,"Эффективный Черчилль. Методы, которые использовал самый известный премьер в мировой истории","Цитата Основное заблуждение, связанное с мотивированием людей: ""Все работают только за деньги"". Смотрите на ситуацию шире, и ваши возможности по управлению людьми сильно возрастут. Говоря о достижениях компании и отдела, разделяйте вклад в успех с подчиненными. Используйте союз ""мы"", выделяйте особенно отличившихся сотрудников. Илья Богин О чем книга О том, как правильно мотивировать себя и своих...",604    ,/static/images/stars/stars5.gif
179,Руководство богатого папы по инвестированию,"В этой книге опровергается распространенное мнение о том, что лишь немногие люди обладают настоящей, истинной уверенностью в себе, а остальные - играют в уверенных (или даже не пытаются играть). На самом деле уверенность есть в каждом из нас, даже самом застенчивом и нерешительном. Нужно только понять, как активизировать ее, заставить работать, чтобы даже в критической ситуации (не говоря об обыденной) не...",638    ,/static/images/stars/stars0.gif
180,Принципы управления. Главное - результат,"Текст подготовлен с использованием системы ""КонсультантПлюс"" и сверен с официальным источником.",99    ,/static/images/stars/stars0.gif
181,Все о недвижимости. Вторичный рынок жилья. 2-е издание,"В книге подробно, с примерами и пояснениями рассмотрен вариант создания корпоративного портала на базе ""1С-Битрикс: Корпоративный портал"" компании ""1С-Битрикс"". Здесь максимально подробно, с теоретической и с практической точек зрения рассказывается о платформе Bitrix Framework на которой создан ""1С-Битрикс: Корпоративный портал"". В книге изложена информация о штатном функционале ""1С-Битрикс: Корпоративный...",114    ,/static/images/stars/stars0.gif
182,101 совет по мотивации. (карм форм),"Создание любого бизнеса, и крупного и совсем небольшого, начинается с бизнес-плана. Это не так сложно, как может показаться на первый взгляд, особенно если у вас в руках надежный современный инструмент для бизнес-планирования. В книге подробно рассмотрены компьютерные программы, специально предназначенные для создания бизнес-планов: Project Expert, ""ИНЭК-Аналитик"", C0MFAR и другие. Кроме того, даются подсказки...",111    ,/static/images/stars/stars0.gif
183,Как пробудить уверенность в себе. 50 простых правил,"О компании, которую знают все, даже если не помнят названия. О компании, которая началась с абсолютно безумной фантазии. О компании, сделавшей Стива Джобса миллиардером.",44    ,/static/images/stars/stars0.gif
184,"Фз ""о высшем и послевузовском профессиональном образовании""", ,40    ,/static/images/stars/stars0.gif
185,"Закон рф ""о статусе судей в рф""","Нет, вовсе не об Apple. Герой этой книги – анимационная студия Pixar.",816    ,/static/images/stars/stars0.gif
186,Подготовка сложных документов в FrameMaker, ,459    ,/static/images/stars/stars0.gif
187,1С-Битрикс. Корпоративный портал,"Компания, в которой трудятся никудышные рисовальщики (на посту гендиректора), куда вкладываются безработные (куда еще...",423    ,/static/images/stars/stars0.gif
188,Бизнес-план. Делаем сами на компьютере,"В этом издании мы постарались как можно подробнее и понятнее разъяснить, как с учетом всех последних изменений в законодательстве рассчитывать пособия по временной нетрудоспособности, по беременности и родам, а также пособия гражданам, имеющим детей. Рекомендации даны с учетом требований Фонда социального страхования РФ, предъявляемых им при проверках страхователей. Материалы подготовлены с...",654    ,/static/images/stars/stars0.gif
189,Магия Pixar,"С учетом последних изменений законодательства и актуальных материалов судебно-арбитражной практики рассматриваются понятие, правила заключения, изменения и расторжения гражданско-правовых договоров, используемых в предпринимательской деятельности организациями и индивидуальными предпринимателями. Даются практические рекомендации. Приводятся образцы наиболее распространенных договоров,...",235    ,/static/images/stars/stars0.gif
190,"Больничные, декретные и пособия на детей за счет ФСС РФ. 12-е изд., перераб. и доп","Данный учебник соответствует содержанию лучшей (по рейтингу Гильдии маркетологов России в 2007-2010 гг.) бакалаврской программы подготовки профессиональных маркетологов в Национальном исследовательском университете ""Высшая школа экономики"". Авторы учебника - ведущие преподаватели Департамента маркетинга Высшей школы экономики и специалисты-практики. В книге рассматриваются основные проблемы и...",352    ,/static/images/stars/stars0.gif
191,Образцы договоров для предпринимательской деятельности. Практическое пособие,"В учебном пособии рассматриваются основные экономико-математические методы и модели, а также специальные модели, предложенные авторами. В качестве примера приводится применение экономико-математических моделей при анализе процессов в агропромышленном комплексе. Для удобства изучающих в пособии приведен используемый математический аппарат. Для студентов бакалавриата, обучающихся по направлению...",1730    ,/static/images/stars/stars0.gif
192,Убедительное письмо. Как использовать силу слов,"Практикум разработан в качестве основного методического материала для проведения лабораторных занятий по плодоовощным товарам и грибам. В нем рассмотрены теоретические вопросы по уровню качества, характеристике отдельных групп и видов; дана методика проведения лабораторных и семинарских занятий по товароведной характеристике и экспертизе качества свежих и переработанных плодов, овощей и грибов....",946    ,/static/images/stars/stars0.gif
